Time,Kennedybrücke,Nordbrücke,Südbrücke,Estermannufer,Von-Sandt-Ufer,Rhenusallee,Brühler Straße,Wilhelm-Spiritus-Ufer,Mc Cloy Weg,Weg auf Damm Neil
2020-07-18 06:00:00,39,16,-1,13,9,20,10,9,12,14
2020-07-18 07:00:00,67,23,-1,13,20,33,10,32,17,20
2020-07-18 08:00:00,146,46,-1,25,56,56,23,53,51,59
2020-07-18 09:00:00,277,66,-1,43,111,114,33,133,114,113
2020-07-18 10:00:00,438,126,-1,145,260,214,71,239,167,204
2020-07-18 11:00:00,629,173,-1,190,444,307,79,425,390,281
2020-07-18 12:00:00,724,193,-1,240,475,385,80,515,421,406
2020-07-18 13:00:00,769,223,-1,284,471,386,76,479,399,393
2020-07-18 14:00:00,731,253,-1,298,487,442,80,551,422,416
2020-07-18 15:00:00,779,243,-1,257,486,481,68,469,395,478
2020-07-18 16:00:00,744,199,-1,222,475,461,83,485,405,503
2020-07-18 17:00:00,671,230,-1,179,440,461,70,485,380,431
2020-07-18 18:00:00,679,199,-1,142,361,385,54,387,251,406
2020-07-18 19:00:00,626,148,-1,129,244,370,57,301,231,317
2020-07-18 20:00:00,459,126,-1,60,178,256,25,208,146,302
2020-07-18 21:00:00,391,85,-1,64,134,181,25,180,101,194
2020-07-18 22:00:00,302,66,-1,29,56,112,24,138,48,152
2020-07-18 23:00:00,247,65,-1,21,36,85,19,67,18,82
2020-07-19 00:00:00,194,21,-1,9,15,28,12,25,4,25
2020-07-19 01:00:00,156,11,-1,7,9,17,8,30,2,17
2020-07-19 02:00:00,95,14,-1,3,6,10,6,13,2,10
2020-07-19 03:00:00,33,4,-1,0,2,4,1,7,1,9
2020-07-19 04:00:00,42,1,-1,1,3,1,2,3,2,2
2020-07-19 05:00:00,24,7,-1,3,6,6,3,5,5,5
2020-07-19 06:00:00,36,12,-1,5,14,14,2,11,8,8
2020-07-19 07:00:00,51,21,-1,9,24,23,8,25,30,17
2020-07-19 08:00:00,98,48,-1,41,58,61,18,68,61,59
2020-07-19 09:00:00,189,93,-1,72,161,124,24,153,170,124
2020-07-19 10:00:00,369,165,-1,161,349,272,27,293,298,236
2020-07-19 11:00:00,440,261,-1,269,473,421,42,457,389,402
2020-07-19 12:00:00,518,280,-1,272,469,476,64,460,440,434
2020-07-19 13:00:00,663,344,-1,340,549,568,64,528,512,587
2020-07-19 14:00:00,628,328,-1,285,561,581,68,566,506,502
2020-07-19 15:00:00,684,297,-1,224,550,563,50,514,484,512
2020-07-19 16:00:00,605,282,-1,257,455,527,37,521,378,496
2020-07-19 17:00:00,591,230,-1,173,391,454,58,433,342,448
2020-07-19 18:00:00,617,231,-1,166,324,425,43,377,246,407
2020-07-19 19:00:00,564,170,-1,130,299,291,40,285,193,311
2020-07-19 20:00:00,491,112,-1,70,191,242,22,191,158,229
2020-07-19 21:00:00,321,99,-1,34,157,165,19,206,96,177
2020-07-19 22:00:00,199,33,-1,11,53,68,12,84,20,70
2020-07-19 23:00:00,120,6,-1,4,22,23,8,26,5,34
2020-07-20 00:00:00,59,6,-1,1,6,9,4,4,5,5
2020-07-20 01:00:00,37,1,-1,2,6,14,6,5,2,5
2020-07-20 02:00:00,13,0,-1,1,1,1,1,2,2,1
2020-07-20 03:00:00,9,3,-1,2,1,3,1,1,1,2
2020-07-20 04:00:00,14,2,-1,1,3,6,8,6,1,6
2020-07-20 05:00:00,82,21,-1,6,8,16,28,18,5,12
2020-07-20 06:00:00,234,59,-1,25,35,62,54,73,24,47
2020-07-20 07:00:00,563,86,-1,42,102,93,99,181,67,91
2020-07-20 08:00:00,569,72,-1,45,104,137,95,287,50,134
2020-07-20 09:00:00,402,57,-1,38,104,99,46,159,63,95
2020-07-20 10:00:00,334,46,-1,62,103,109,58,155,109,97
2020-07-20 11:00:00,385,57,-1,81,161,107,41,199,138,120
2020-07-20 12:00:00,425,57,-1,99,150,119,59,189,130,120
2020-07-20 13:00:00,497,68,-1,85,172,125,54,210,117,139
2020-07-20 14:00:00,476,86,-1,95,180,156,75,211,169,164
2020-07-20 15:00:00,611,109,-1,116,211,228,79,288,144,211
2020-07-20 16:00:00,798,146,-1,104,228,251,125,351,189,252
2020-07-20 17:00:00,892,165,-1,140,274,371,109,432,200,293
2020-07-20 18:00:00,821,132,-1,121,241,279,97,384,190,268
2020-07-20 19:00:00,567,132,-1,74,173,216,61,278,134,225
2020-07-20 20:00:00,460,83,-1,32,131,219,55,194,53,180
2020-07-20 21:00:00,357,78,-1,28,81,141,45,141,66,169
2020-07-20 22:00:00,209,28,-1,16,48,46,21,59,17,52
2020-07-20 23:00:00,135,21,-1,0,10,11,9,20,3,20
2020-07-21 00:00:00,48,3,-1,2,9,4,7,8,3,5
2020-07-21 01:00:00,20,2,-1,0,3,6,0,2,1,1
2020-07-21 02:00:00,12,6,-1,0,1,4,2,1,0,0
2020-07-21 03:00:00,7,2,-1,1,1,5,3,1,1,4
2020-07-21 04:00:00,10,6,-1,0,2,5,6,0,1,3
2020-07-21 05:00:00,88,38,-1,8,13,19,17,23,6,14
2020-07-21 06:00:00,311,73,-1,32,57,80,64,79,49,61
2020-07-21 07:00:00,656,107,-1,57,144,139,100,242,92,127
2020-07-21 08:00:00,664,101,-1,52,191,181,97,373,82,149
2020-07-21 09:00:00,482,54,-1,57,139,137,69,231,117,128
2020-07-21 10:00:00,457,96,-1,121,196,169,64,202,173,161
2020-07-21 11:00:00,503,125,-1,149,333,295,77,308,277,279
2020-07-21 12:00:00,496,97,-1,117,319,244,74,301,278,233
2020-07-21 13:00:00,565,125,-1,142,268,242,77,290,264,262
2020-07-21 14:00:00,659,131,-1,157,296,266,98,334,248,254
2020-07-21 15:00:00,795,176,-1,208,318,368,120,382,284,356
2020-07-21 16:00:00,921,259,-1,192,381,409,113,471,303,384
2020-07-21 17:00:00,1041,232,-1,164,385,465,151,581,307,447
2020-07-21 18:00:00,1071,213,-1,140,371,446,102,617,227,424
2020-07-21 19:00:00,787,182,-1,121,261,367,105,459,186,303
2020-07-21 20:00:00,561,138,-1,111,182,246,54,275,121,276
2020-07-21 21:00:00,448,88,-1,45,133,186,39,173,84,208
2020-07-21 22:00:00,330,26,-1,10,49,138,34,263,38,109
2020-07-21 23:00:00,174,14,-1,4,11,28,16,98,3,35
2020-07-22 00:00:00,77,7,-1,4,1,7,6,8,5,12
2020-07-22 01:00:00,32,4,-1,1,0,5,0,6,0,8
2020-07-22 02:00:00,23,2,-1,1,2,5,7,3,0,2
2020-07-22 03:00:00,17,5,-1,2,3,1,8,3,1,2
2020-07-22 04:00:00,17,6,-1,2,2,4,3,3,2,4
2020-07-22 05:00:00,91,44,-1,7,17,15,17,23,4,11
2020-07-22 06:00:00,316,80,-1,41,74,84,56,94,47,70
2020-07-22 07:00:00,594,125,-1,57,133,144,98,231,93,138
2020-07-22 08:00:00,674,84,-1,59,183,182,101,381,85,162
2020-07-22 09:00:00,449,57,-1,61,126,167,71,219,91,149
2020-07-22 10:00:00,472,105,-1,134,224,201,50,226,196,209
2020-07-22 11:00:00,508,129,-1,134,295,273,49,281,288,245
2020-07-22 12:00:00,564,113,-1,125,334,315,84,324,287,294
2020-07-22 13:00:00,588,121,-1,183,305,258,76,364,279,272
2020-07-22 14:00:00,635,118,-1,148,362,371,94,376,294,312
2020-07-22 15:00:00,708,180,-1,146,368,363,93,420,297,356
2020-07-22 16:00:00,924,243,-1,183,380,443,132,453,340,386
2020-07-22 17:00:00,1075,275,-1,161,413,492,120,574,295,441
2020-07-22 18:00:00,988,213,-1,137,374,461,137,507,267,446
2020-07-22 19:00:00,735,178,-1,125,289,358,69,365,214,357
2020-07-22 20:00:00,531,118,-1,68,185,271,57,270,141,257
2020-07-22 21:00:00,435,120,-1,40,113,186,47,203,93,216
2020-07-22 22:00:00,313,52,-1,43,59,105,25,141,35,99
2020-07-22 23:00:00,184,20,-1,1,14,25,16,22,3,34
2020-07-23 00:00:00,67,6,-1,0,3,12,11,13,3,9
2020-07-23 01:00:00,33,4,-1,2,0,3,3,3,2,6
2020-07-23 02:00:00,12,3,-1,0,0,1,3,1,1,0
2020-07-23 03:00:00,10,3,-1,2,2,0,1,2,1,0
2020-07-23 04:00:00,19,3,-1,1,1,5,6,4,2,7
2020-07-23 05:00:00,70,28,-1,8,14,10,17,24,9,9
2020-07-23 06:00:00,310,77,-1,39,62,71,46,81,44,72
2020-07-23 07:00:00,609,123,-1,56,118,155,97,219,87,117
2020-07-23 08:00:00,667,92,-1,60,200,198,96,389,104,171
2020-07-23 09:00:00,464,70,-1,57,129,165,66,225,106,132
2020-07-23 10:00:00,434,88,-1,102,218,150,70,231,192,171
2020-07-23 11:00:00,513,110,-1,167,317,247,74,317,252,236
2020-07-23 12:00:00,559,147,-1,152,314,276,85,369,323,228
2020-07-23 13:00:00,621,133,-1,164,307,288,83,332,245,290
2020-07-23 14:00:00,679,173,-1,159,343,333,98,357,278,348
2020-07-23 15:00:00,793,244,-1,184,361,332,113,406,302,325
2020-07-23 16:00:00,998,274,-1,173,370,418,101,499,321,407
2020-07-23 17:00:00,1093,242,-1,174,393,464,154,556,325,431
2020-07-23 18:00:00,1052,260,-1,146,347,415,113,525,267,454
2020-07-23 19:00:00,863,206,-1,111,322,397,91,440,244,399
2020-07-23 20:00:00,587,141,-1,101,214,268,77,307,139,287
2020-07-23 21:00:00,452,81,-1,77,133,222,46,181,112,236
2020-07-23 22:00:00,349,39,-1,17,44,122,37,92,46,103
2020-07-23 23:00:00,221,15,-1,6,21,27,23,52,22,39
2020-07-24 00:00:00,73,5,-1,0,10,9,9,7,6,15
2020-07-24 01:00:00,50,1,-1,0,4,2,1,11,3,7
2020-07-24 02:00:00,16,3,-1,0,5,1,4,2,3,1
2020-07-24 03:00:00,14,1,-1,3,1,1,2,2,6,3
2020-07-24 04:00:00,16,4,-1,1,0,3,5,1,3,2
2020-07-24 05:00:00,69,26,-1,5,10,10,18,19,4,8
2020-07-24 06:00:00,263,70,-1,34,31,52,45,63,20,44
2020-07-24 07:00:00,422,96,-1,42,94,106,73,144,74,73
2020-07-24 08:00:00,514,60,-1,44,123,132,83,235,71,134
2020-07-24 09:00:00,442,70,-1,56,113,127,64,166,83,122
2020-07-24 10:00:00,428,75,-1,86,163,126,40,181,155,120
2020-07-24 11:00:00,442,94,-1,95,208,172,66,211,208,184
2020-07-24 12:00:00,570,112,-1,110,219,188,88,260,194,171
2020-07-24 13:00:00,618,117,-1,121,257,211,99,283,194,190
2020-07-24 14:00:00,706,168,-1,135,266,266,105,358,207,268
2020-07-24 15:00:00,690,154,-1,160,290,284,102,339,271,263
2020-07-24 16:00:00,760,175,-1,146,263,304,81,332,224,269
2020-07-24 17:00:00,807,141,-1,126,248,304,95,338,206,288
2020-07-24 18:00:00,639,115,-1,88,232,250,73,285,147,261
2020-07-24 19:00:00,623,118,-1,92,205,237,63,239,132,248
2020-07-24 20:00:00,454,69,-1,32,129,184,42,170,110,220
2020-07-24 21:00:00,317,37,-1,18,83,130,37,142,53,133
2020-07-24 22:00:00,250,40,-1,17,53,67,17,98,19,65
2020-07-24 23:00:00,190,35,-1,12,10,27,18,46,5,50
2020-07-25 00:00:00,142,9,-1,4,9,24,13,16,3,20
2020-07-25 01:00:00,82,0,-1,2,2,3,10,20,4,8
2020-07-25 02:00:00,54,6,-1,0,4,9,5,5,3,9
2020-07-25 03:00:00,23,1,-1,1,2,0,1,0,3,0
2020-07-25 04:00:00,9,0,-1,1,8,1,6,2,5,1
2020-07-25 05:00:00,24,4,-1,0,2,4,6,5,2,1
2020-07-25 06:00:00,36,13,-1,4,12,19,16,10,4,15
2020-07-25 07:00:00,68,18,-1,11,28,29,13,31,19,24
2020-07-25 08:00:00,161,33,-1,22,39,51,18,51,32,43
2020-07-25 09:00:00,286,60,-1,41,90,88,50,101,81,92
2020-07-25 10:00:00,404,101,-1,107,172,168,56,187,141,158
2020-07-25 11:00:00,503,110,-1,145,321,195,63,281,244,208
2020-07-25 12:00:00,592,114,-1,145,271,267,89,336,249,254
2020-07-25 13:00:00,583,161,-1,178,346,313,75,345,315,289
2020-07-25 14:00:00,644,147,-1,198,297,352,75,334,302,293
2020-07-25 15:00:00,635,145,-1,148,348,310,57,444,292,315
2020-07-25 16:00:00,694,144,-1,177,329,342,46,408,294,351
2020-07-25 17:00:00,526,126,-1,141,282,297,65,417,243,309
2020-07-25 18:00:00,560,112,-1,107,236,299,75,274,200,250
2020-07-25 19:00:00,418,73,-1,57,176,212,63,205,117,213
2020-07-25 20:00:00,323,66,-1,65,123,112,19,190,93,131
2020-07-25 21:00:00,246,42,-1,71,61,106,21,130,63,110
2020-07-25 22:00:00,222,25,-1,10,35,75,25,96,18,76
2020-07-25 23:00:00,177,17,-1,5,18,39,17,41,15,35
2020-07-26 00:00:00,187,13,-1,1,17,32,7,24,7,25
2020-07-26 01:00:00,96,5,-1,5,3,11,5,16,5,8
2020-07-26 02:00:00,46,3,-1,0,3,3,9,2,5,3
2020-07-26 03:00:00,26,0,-1,1,2,6,1,4,3,5
2020-07-26 04:00:00,10,3,-1,0,1,1,2,1,0,1
2020-07-26 05:00:00,19,5,-1,1,1,4,5,3,1,2
2020-07-26 06:00:00,15,4,-1,1,6,5,2,5,1,5
2020-07-26 07:00:00,27,9,-1,2,13,6,2,10,4,6
2020-07-26 08:00:00,69,16,-1,10,26,44,8,35,27,30
2020-07-26 09:00:00,151,43,-1,32,95,79,18,87,65,75
2020-07-26 10:00:00,258,76,-1,79,127,157,21,195,105,150
2020-07-26 11:00:00,291,123,-1,127,269,223,31,265,251,182
2020-07-26 12:00:00,337,152,-1,162,357,239,39,349,300,218
2020-07-26 13:00:00,462,146,-1,191,353,331,44,368,290,325
2020-07-26 14:00:00,516,158,-1,247,425,362,60,441,367,340
2020-07-26 15:00:00,514,210,-1,177,400,441,64,454,343,408
2020-07-26 16:00:00,599,179,-1,187,487,456,68,514,360,419
2020-07-26 17:00:00,622,235,-1,226,402,420,43,417,292,379
2020-07-26 18:00:00,541,115,-1,109,218,290,30,299,188,264
2020-07-26 19:00:00,359,74,-1,59,178,157,27,158,165,145
2020-07-26 20:00:00,313,85,-1,52,119,156,15,165,107,157
2020-07-26 21:00:00,262,54,-1,35,61,102,22,105,50,76
2020-07-26 22:00:00,160,17,-1,6,16,55,13,39,14,50
2020-07-26 23:00:00,68,10,-1,1,7,17,10,9,7,15
2020-07-27 00:00:00,41,2,-1,3,7,1,7,19,3,2
2020-07-27 01:00:00,24,0,-1,0,1,0,2,3,0,1
2020-07-27 02:00:00,11,2,-1,2,0,1,0,0,1,1
2020-07-27 03:00:00,6,0,-1,0,0,0,3,0,0,0
2020-07-27 04:00:00,20,3,-1,0,1,2,5,1,1,2
2020-07-27 05:00:00,98,31,-1,5,5,20,17,21,4,12
2020-07-27 06:00:00,284,72,-1,31,44,61,55,82,35,54
2020-07-27 07:00:00,639,101,-1,47,109,119,96,177,69,101
2020-07-27 08:00:00,592,100,-1,48,157,168,87,336,73,135
2020-07-27 09:00:00,422,46,-1,47,97,101,57,188,82,94
2020-07-27 10:00:00,367,90,-1,114,146,127,48,170,135,127
2020-07-27 11:00:00,434,65,-1,111,208,145,54,197,181,169
2020-07-27 12:00:00,480,93,-1,96,192,203,73,222,193,185
2020-07-27 13:00:00,510,91,-1,104,201,160,60,244,177,183
2020-07-27 14:00:00,538,102,-1,121,263,190,89,262,201,208
2020-07-27 15:00:00,687,146,-1,132,291,252,89,341,204,252
2020-07-27 16:00:00,868,216,-1,114,273,265,133,388,210,271
2020-07-27 17:00:00,962,230,-1,150,340,358,107,466,193,327
2020-07-27 18:00:00,846,196,-1,98,290,302,122,396,201,278
2020-07-27 19:00:00,561,135,-1,81,254,240,73,338,159,250
2020-07-27 20:00:00,453,128,-1,43,146,206,38,238,105,187
2020-07-27 21:00:00,318,77,-1,39,71,148,40,181,50,140
2020-07-27 22:00:00,241,40,-1,11,45,78,27,75,22,83
2020-07-27 23:00:00,110,11,-1,7,18,16,15,31,5,21
2020-07-28 00:00:00,60,9,-1,4,11,9,10,19,3,12
2020-07-28 01:00:00,30,4,-1,0,1,3,4,4,2,1
2020-07-28 02:00:00,20,2,-1,2,1,8,2,2,3,6
2020-07-28 03:00:00,8,0,-1,1,0,1,2,1,0,1
2020-07-28 04:00:00,19,2,-1,2,1,5,7,2,0,4
2020-07-28 05:00:00,98,39,-1,4,16,17,20,19,9,12
2020-07-28 06:00:00,288,84,-1,31,48,74,53,83,38,62
2020-07-28 07:00:00,617,107,-1,56,121,142,87,187,67,106
2020-07-28 08:00:00,618,93,-1,37,141,170,107,349,77,135
2020-07-28 09:00:00,481,45,-1,49,119,109,72,178,71,110
2020-07-28 10:00:00,407,90,-1,75,185,156,56,170,144,156
2020-07-28 11:00:00,449,69,-1,110,225,184,59,237,190,215
2020-07-28 12:00:00,500,85,-1,114,216,168,80,262,215,150
2020-07-28 13:00:00,531,95,-1,111,224,167,67,254,200,172
2020-07-28 14:00:00,607,97,-1,157,247,207,94,291,178,212
2020-07-28 15:00:00,666,157,-1,140,271,309,103,296,216,255
2020-07-28 16:00:00,934,201,-1,124,313,341,133,436,240,345
2020-07-28 17:00:00,981,212,-1,134,374,409,140,504,250,383
2020-07-28 18:00:00,980,200,-1,118,349,373,93,469,219,365
2020-07-28 19:00:00,774,131,-1,101,230,317,67,363,166,277
2020-07-28 20:00:00,507,135,-1,49,149,263,46,251,114,244
2020-07-28 21:00:00,404,59,-1,29,134,154,45,163,79,138
2020-07-28 22:00:00,288,41,-1,16,37,81,26,105,22,79
2020-07-28 23:00:00,113,23,-1,5,12,26,15,32,23,19
2020-07-29 00:00:00,66,7,-1,4,8,12,14,6,3,6
2020-07-29 01:00:00,26,3,-1,0,6,1,0,5,3,2
2020-07-29 02:00:00,10,3,-1,0,2,0,1,4,3,0
2020-07-29 03:00:00,14,1,-1,2,1,1,4,5,0,2
2020-07-29 04:00:00,15,3,-1,0,1,5,9,2,1,4
2020-07-29 05:00:00,81,33,-1,5,8,10,17,16,9,7
2020-07-29 06:00:00,292,92,-1,37,44,85,50,101,27,61
2020-07-29 07:00:00,660,120,-1,75,126,143,92,219,89,125
2020-07-29 08:00:00,681,103,-1,58,180,204,110,360,92,168
2020-07-29 09:00:00,428,76,-1,63,167,161,78,213,129,126
2020-07-29 10:00:00,436,107,-1,121,208,176,61,200,181,158
2020-07-29 11:00:00,502,90,-1,137,347,247,57,284,318,261
2020-07-29 12:00:00,584,135,-1,175,265,199,74,297,243,200
2020-07-29 13:00:00,590,132,-1,159,258,240,68,278,272,234
2020-07-29 14:00:00,622,135,-1,169,320,251,79,338,267,222
2020-07-29 15:00:00,674,214,-1,158,303,341,83,371,278,331
2020-07-29 16:00:00,1012,274,-1,223,399,444,130,499,324,416
2020-07-29 17:00:00,1077,237,-1,184,398,503,123,613,294,440
2020-07-29 18:00:00,1051,235,-1,158,348,444,96,498,235,416
2020-07-29 19:00:00,738,183,-1,109,284,348,65,384,214,346
2020-07-29 20:00:00,583,138,-1,68,199,293,48,234,133,315
2020-07-29 21:00:00,479,120,-1,34,100,208,31,193,89,243
2020-07-29 22:00:00,351,42,-1,10,64,82,34,112,52,84
2020-07-29 23:00:00,136,12,-1,6,20,23,22,37,8,23
2020-07-30 00:00:00,80,10,-1,3,11,9,13,4,3,6
2020-07-30 01:00:00,44,4,-1,2,5,4,2,7,10,4
2020-07-30 02:00:00,28,2,-1,0,3,1,3,4,2,5
2020-07-30 03:00:00,9,3,-1,0,0,0,2,1,0,0
2020-07-30 04:00:00,25,3,-1,2,1,5,6,2,1,4
2020-07-30 05:00:00,93,31,-1,3,16,14,16,16,7,11
2020-07-30 06:00:00,302,93,-1,29,47,67,43,82,32,58
2020-07-30 07:00:00,636,131,-1,58,126,156,112,212,78,125
2020-07-30 08:00:00,676,84,-1,60,154,172,94,357,96,167
2020-07-30 09:00:00,499,60,-1,54,148,139,67,235,86,128
2020-07-30 10:00:00,493,114,-1,109,231,190,70,230,205,186
2020-07-30 11:00:00,496,121,-1,175,304,242,77,249,285,230
2020-07-30 12:00:00,586,146,-1,146,299,276,74,326,296,250
2020-07-30 13:00:00,579,146,-1,140,300,291,52,303,261,269
2020-07-30 14:00:00,602,179,-1,168,374,267,72,321,303,252
2020-07-30 15:00:00,782,238,-1,135,327,329,137,393,309,309
2020-07-30 16:00:00,917,230,-1,190,353,407,109,457,291,367
2020-07-30 17:00:00,998,253,-1,173,359,462,121,538,294,414
2020-07-30 18:00:00,971,259,-1,122,337,434,115,487,295,445
2020-07-30 19:00:00,869,197,-1,116,270,408,63,364,182,383
2020-07-30 20:00:00,583,149,-1,85,218,296,48,291,137,302
2020-07-30 21:00:00,473,106,-1,43,155,213,53,199,100,213
2020-07-30 22:00:00,392,57,-1,14,99,111,35,159,48,136
2020-07-30 23:00:00,189,12,-1,22,14,57,22,53,8,54
2020-07-31 00:00:00,88,18,-1,1,7,9,13,8,1,8
2020-07-31 01:00:00,54,3,-1,1,5,4,5,8,2,7
2020-07-31 02:00:00,21,7,-1,2,4,2,5,5,3,0
2020-07-31 03:00:00,9,4,-1,0,1,2,5,7,0,0
2020-07-31 04:00:00,25,5,-1,1,2,5,3,0,4,4
2020-07-31 05:00:00,83,25,-1,1,10,8,23,16,4,6
2020-07-31 06:00:00,258,57,-1,23,44,66,47,72,36,50
2020-07-31 07:00:00,479,100,-1,44,107,125,91,154,69,106
2020-07-31 08:00:00,574,79,-1,56,136,158,88,258,72,145
2020-07-31 09:00:00,473,92,-1,66,147,149,70,200,159,140
2020-07-31 10:00:00,520,119,-1,126,232,180,76,271,197,187
2020-07-31 11:00:00,538,129,-1,110,256,224,77,276,187,224
2020-07-31 12:00:00,583,158,-1,131,232,204,65,273,203,208
2020-07-31 13:00:00,648,160,-1,155,227,237,72,280,233,225
2020-07-31 14:00:00,664,213,-1,122,298,253,77,340,225,233
2020-07-31 15:00:00,741,191,-1,149,237,232,90,347,229,217
2020-07-31 16:00:00,674,220,-1,133,244,266,79,340,202,245
2020-07-31 17:00:00,718,206,-1,105,213,234,68,353,167,230
2020-07-31 18:00:00,771,185,-1,96,244,274,74,321,187,274
2020-07-31 19:00:00,743,200,-1,78,217,247,58,254,154,278
2020-07-31 20:00:00,577,189,-1,55,188,273,47,262,157,262
2020-07-31 21:00:00,500,118,-1,46,168,211,32,199,105,224
2020-07-31 22:00:00,369,64,-1,29,84,178,24,160,57,195
2020-07-31 23:00:00,323,32,-1,11,50,84,18,91,25,117
2020-08-01 00:00:00,234,42,-1,11,24,55,24,63,15,45
2020-08-01 01:00:00,123,9,-1,4,12,25,14,28,15,32
2020-08-01 02:00:00,70,8,-1,1,11,14,6,12,5,18
2020-08-01 03:00:00,39,4,-1,0,3,3,12,10,4,7
2020-08-01 04:00:00,20,7,-1,2,1,7,9,1,1,3
2020-08-01 05:00:00,41,8,-1,2,2,12,6,6,2,10
2020-08-01 06:00:00,47,28,-1,12,8,31,13,20,5,25
2020-08-01 07:00:00,88,36,-1,18,34,38,10,35,26,39
2020-08-01 08:00:00,144,46,-1,23,52,78,10,55,55,76
2020-08-01 09:00:00,135,37,-1,37,38,37,22,57,38,31
2020-08-01 10:00:00,197,34,-1,44,64,35,27,67,61,45
2020-08-01 11:00:00,253,53,-1,60,116,71,21,81,98,81
2020-08-01 12:00:00,358,55,-1,65,154,125,33,156,135,127
2020-08-01 13:00:00,392,79,-1,99,219,140,50,197,174,129
2020-08-01 14:00:00,440,124,-1,123,243,214,47,251,189,206
2020-08-01 15:00:00,475,157,-1,119,255,247,48,285,209,224
2020-08-01 16:00:00,542,179,-1,141,286,317,50,298,224,264
2020-08-01 17:00:00,547,164,-1,115,268,273,29,318,239,296
2020-08-01 18:00:00,562,171,-1,121,293,260,47,305,225,269
2020-08-01 19:00:00,529,104,-1,92,232,277,43,265,129,265
2020-08-01 20:00:00,455,104,-1,59,148,196,38,164,71,204
2020-08-01 21:00:00,401,83,-1,69,114,148,35,151,72,196
2020-08-01 22:00:00,270,21,-1,11,51,98,14,93,32,86
2020-08-01 23:00:00,177,7,-1,4,19,37,16,39,21,44
2020-08-02 00:00:00,112,12,-1,2,4,19,10,20,12,16
2020-08-02 01:00:00,95,14,-1,3,2,26,9,7,0,19
2020-08-02 02:00:00,102,15,-1,4,6,9,7,6,4,8
2020-08-02 03:00:00,31,7,-1,1,0,3,4,6,5,3
2020-08-02 04:00:00,21,1,-1,3,4,4,3,4,2,2
2020-08-02 05:00:00,23,7,-1,2,2,5,6,3,1,4
2020-08-02 06:00:00,29,4,-1,5,6,11,3,6,8,6
2020-08-02 07:00:00,36,13,-1,8,24,24,7,27,12,19
2020-08-02 08:00:00,97,31,-1,28,51,56,12,55,47,51
2020-08-02 09:00:00,178,83,-1,50,99,131,15,111,107,118
2020-08-02 10:00:00,323,137,-1,120,230,222,43,230,206,212
2020-08-02 11:00:00,397,210,-1,170,413,335,52,368,327,298
2020-08-02 12:00:00,490,217,-1,211,405,403,48,417,370,396
2020-08-02 13:00:00,528,248,-1,228,449,417,56,429,386,361
2020-08-02 14:00:00,528,325,-1,260,439,435,74,541,370,389
2020-08-02 15:00:00,566,282,-1,203,467,474,64,491,394,432
2020-08-02 16:00:00,565,262,-1,260,425,464,63,457,381,476
2020-08-02 17:00:00,608,269,-1,176,416,479,51,456,325,438
2020-08-02 18:00:00,650,209,-1,149,323,389,37,456,311,403
2020-08-02 19:00:00,503,163,-1,79,249,303,39,350,162,288
2020-08-02 20:00:00,346,93,-1,57,154,154,35,170,135,154
2020-08-02 21:00:00,270,56,-1,21,85,81,26,107,56,82
2020-08-02 22:00:00,191,27,-1,24,31,51,29,196,12,37
2020-08-02 23:00:00,84,5,-1,2,5,17,5,55,2,10
2020-08-03 00:00:00,43,4,-1,0,1,4,8,11,2,7
2020-08-03 01:00:00,25,3,-1,0,2,3,3,4,1,3
2020-08-03 02:00:00,10,0,-1,0,1,1,0,3,1,1
2020-08-03 03:00:00,10,2,-1,0,0,2,4,2,0,1
2020-08-03 04:00:00,17,2,-1,0,0,5,6,1,0,4
2020-08-03 05:00:00,83,37,-1,8,5,17,21,15,1,14
2020-08-03 06:00:00,303,84,-1,27,43,73,68,95,28,54
2020-08-03 07:00:00,718,114,-1,53,142,152,101,230,103,135
2020-08-03 08:00:00,745,100,-1,72,170,178,84,371,77,136
2020-08-03 09:00:00,462,71,-1,55,126,97,65,191,107,91
2020-08-03 10:00:00,403,66,-1,82,138,139,49,163,122,130
2020-08-03 11:00:00,452,92,-1,94,205,192,49,235,184,190
2020-08-03 12:00:00,530,99,-1,111,254,175,79,244,184,197
2020-08-03 13:00:00,611,95,-1,106,227,203,66,239,175,207
2020-08-03 14:00:00,705,124,-1,121,230,207,100,284,191,211
2020-08-03 15:00:00,735,153,-1,134,262,292,118,348,193,306
2020-08-03 16:00:00,1023,198,-1,162,307,318,146,389,192,266
2020-08-03 17:00:00,986,170,-1,149,223,283,139,437,185,285
2020-08-03 18:00:00,849,150,-1,110,226,257,105,342,157,227
2020-08-03 19:00:00,577,77,-1,50,157,167,61,198,115,167
2020-08-03 20:00:00,414,75,-1,40,75,137,44,141,58,103
2020-08-03 21:00:00,298,40,-1,20,69,79,50,90,45,83
2020-08-03 22:00:00,202,27,-1,5,23,35,31,54,21,30
2020-08-03 23:00:00,111,10,-1,0,8,13,12,24,9,23
2020-08-04 00:00:00,53,4,-1,0,3,11,4,6,1,6
2020-08-04 01:00:00,31,3,-1,0,0,3,3,6,0,0
2020-08-04 02:00:00,9,3,-1,0,2,1,3,3,1,0
2020-08-04 03:00:00,6,2,-1,0,1,0,1,2,0,0
2020-08-04 04:00:00,11,3,-1,0,0,4,2,0,1,3
2020-08-04 05:00:00,89,34,-1,7,6,13,16,24,4,11
